,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida_,EBIT,EBIT_,Lucro Líquido,Lucro Líquido_,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ_,Rec Serviços,Rec Serviços_
INEP3,INEP3,7.45,ON,09/04/2020,INEPAR S/A ON,5.02,Máquinas e Equipamentos,14.26,Máqs. e Equips. Industriais,54571.0,59646800.0,30/09/2019,698367000.0,8006280.0,-0.029900000000000003,-0.14,-53.59,0.1479,-0.04,-212.82,0.155,-0.2,0.311,-0.43479999999999996,2.25,-11.072000000000001,-0.0436,0.04,-13.995999999999999,0.4036,-0.03,-0.205,0.9138,-0.02,-0.222,-0.2583,0.0,0.252,-0.218,-2.53,0.14,0.25,-2.38,-0.38,-0.515,0.02,1429640000.0,639855000.0,1135000.0,638720000.0,280702000.0,-1703920000.0,26505000.0,1202000.0,-293465000.0,-58858000.0,-429017000.0,-69562000.0,,,,,,
INEP4,INEP4,7.3,PN,09/04/2020,INEPAR S/A PN,4.65,Máquinas e Equipamentos,15.2,Máqs. e Equips. Industriais,111992.0,58445900.0,30/09/2019,697166000.0,8006280.0,-0.022799999999999997,-0.14,-53.59,0.0735,-0.03,-212.82,0.1231,-0.2,0.311,-0.4593,2.21,-11.072000000000001,-0.0724,0.04,-13.995999999999999,0.5282,-0.03,-0.205,0.807,-0.02,-0.222,-0.0436,0.0,0.252,-0.1722,-2.53,0.14,0.0588,-2.38,-0.38,-0.515,0.02,1429640000.0,639855000.0,1135000.0,638720000.0,280702000.0,-1703920000.0,26505000.0,1202000.0,-293465000.0,-58858000.0,-429017000.0,-69562000.0,,,,,,
IRBR3,IRBR3,10.1,ON NM,09/04/2020,IRBBRASIL RE ON NM,7.0,Previdência e Seguros,44.9,Seguradoras,523229000.0,9453600000.0,31/12/2019,,936000000.0,-0.0039000000000000003,0.0,0.0,0.0434,0.0,0.0,-0.266,,,-0.6801999999999999,,,-0.7406999999999999,,,0.44310000000000005,,0.0,1.5705,,,0.1771,0.021,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
ITSA3,ITSA3,10.71,ON N1,09/04/2020,ITAÚSA ON N1,9.29,Financeiros,13.79,Bancos,3755750.0,90079800000.0,31/12/2019,90652800000.0,8410810000.0,-0.0083,8.74,1.23,0.0764,1.63,6.57,-0.1149,481.71,0.258,-0.1641,17.99,0.037000000000000005,-0.21289999999999998,1.33,2.11,0.1423,23.67,0.003,0.49450000000000005,-32.9,0.003,0.3809,0.081,0.187,0.3638,99.29,2.48,-0.1414,484.77,0.08,0.019,0.07,67476000000.0,4155000000.0,3582000000.0,573000000.0,6381000000.0,55232000000.0,5008000000.0,1486000000.0,187000000.0,-1000000.0,10312000000.0,3450000000.0,,,,,,
ITSA4,ITSA4,9.24,PN N1,09/04/2020,ITAÚSA PN N1,7.53,Financeiros,13.88,Bancos,390467000.0,77715900000.0,31/12/2019,78288900000.0,8410810000.0,-0.0086,7.54,1.23,0.0536,1.41,6.57,-0.14679999999999999,415.59,0.258,-0.1702,15.52,0.037000000000000005,-0.3221,1.15,2.11,0.27399999999999997,20.42,0.003,0.3262,-28.38,0.003,0.3762,0.094,0.187,0.3931,85.75,2.48,-0.1265,418.66,0.08,0.019,0.07,67476000000.0,4155000000.0,3582000000.0,573000000.0,6381000000.0,55232000000.0,5008000000.0,1486000000.0,187000000.0,-1000000.0,10312000000.0,3450000000.0,,,,,,
ITUB3,ITUB3,22.75,ON N1,09/04/2020,ITAUUNIBANCO ON N1,19.69,Financeiros,31.59,Bancos,47976100.0,223044000000.0,31/12/2019,,9804140000.0,-0.0091,8.35,2.72,0.0311,1.69,13.49,-0.1244,,,-0.1822,,,-0.267,,0.0,0.1572,,0.0,0.2768,,,0.3037,0.08800000000000001,0.20199999999999999,0.425,,,-0.0953,,,-0.198,,182347000000.0,,,,,132244000000.0,,,,,26711700000.0,8260700000.0,0.0,0.0,1788730000.0,176239000.0,0.0,0.0
ITUB4,ITUB4,23.5,PN N1,09/04/2020,ITAUUNIBANCO PN N1,20.5,Financeiros,36.94,Bancos,1284330000.0,230397000000.0,31/12/2019,,9804140000.0,-0.0281,8.63,2.72,0.018500000000000003,1.74,13.49,-0.154,,,-0.2746,,,-0.3479,,0.0,0.1198,,0.0,0.32409999999999994,,,0.2964,0.086,0.20199999999999999,0.4903,,,-0.1094,,,-0.198,,182347000000.0,,,,,132244000000.0,,,,,26711700000.0,8260700000.0,0.0,0.0,1788730000.0,176239000.0,0.0,0.0
JBDU3,JBDU3,2.06,ON,09/04/2020,J B DUARTE ON,1.87,Holdings Diversificadas,7.98,Holdings Diversificadas,10880.0,10339100.0,30/09/2019,14952100.0,5019000.0,0.0148,-0.88,-2.35,0.0,0.15,13.56,-0.2643,-0.95,,-0.7056999999999999,,,-0.37579999999999997,0.05,0.0,-0.6697,,-0.057,-0.7154,,,-0.4208,0.0,-0.17300000000000001,-0.8989,-1.37,,1.9484000000000001,-1.37,,,,191199000.0,4614000.0,1000.0,4613000.0,7000.0,68038000.0,0.0,0.0,-10898000.0,0.0,-11781000.0,-292000.0,,,,,,
JBDU4,JBDU4,1.17,PN,09/04/2020,J B DUARTE PN,1.11,Holdings Diversificadas,6.71,Holdings Diversificadas,55125.0,5872230.0,30/09/2019,10485200.0,5019000.0,0.0354,-0.5,-2.35,-0.0085,0.09,13.56,-0.3641,-0.54,,-0.8279000000000001,,,-0.4429,0.03,0.0,-0.7940999999999999,,-0.057,-0.6634,,,-0.4227,0.0,-0.17300000000000001,-0.7084,-0.96,,-0.1367,-0.96,,,,191199000.0,4614000.0,1000.0,4613000.0,7000.0,68038000.0,0.0,0.0,-10898000.0,0.0,-11781000.0,-292000.0,,,,,,
JBSS3,JBSS3,19.0,ON NM,09/04/2020,JBS ON NM,16.75,Alimentos,33.2,Carnes e Derivados,448582000.0,51846200000.0,31/12/2019,94840300000.0,2728750000.0,-0.018600000000000002,8.54,2.22,-0.0659,1.75,10.86,0.0556,3.94,0.156,0.1243,0.25,0.064,-0.2636,0.41,0.032,1.2261,3.85,0.10400000000000001,0.1875,-1.0,0.133,-0.1363,0.0,0.205,-0.0325,4.87,1.47,0.17980000000000002,7.2,1.79,0.053,1.62,126339000000.0,53028000000.0,10034000000.0,42994100000.0,41924400000.0,29637000000.0,204524000000.0,57126500000.0,13164400000.0,3772290000.0,6068370000.0,2435420000.0,,,,,,
JFEN3,JFEN3,3.26,ON,09/04/2020,JOÃO FORTES ENGENHARIA S.A. ON,1.49,Construção e Engenharia,10.81,Construção Civil,569348.0,342965000.0,31/12/2018,945962000.0,105204000.0,0.20739999999999997,-0.84,-3.86,0.20739999999999997,1.02,3.2,-0.1931,-2.33,-0.628,-0.0944,3.47,-1.492,0.2302,0.2,-4.331,-0.2206,0.71,-0.084,-0.4925,-4.25,-0.08800000000000001,-0.6059,0.0,-1.209,-0.2735,-6.48,1.52,-0.2866,-6.42,1.84,-0.418,0.06,1754150000.0,619803000.0,16806000.0,602997000.0,1412640000.0,336159000.0,98781000.0,8099000.0,-147337000.0,-52198000.0,-406428000.0,-217295000.0,,,,,,
JHSF3,JHSF3,3.64,ON NM,09/04/2020,JHSF Part ON NM,2.14,Construção e Engenharia,8.95,Construção Civil,46093200.0,2334120000.0,31/12/2019,3003360000.0,641242000.0,-0.0215,7.24,0.5,0.04,0.77,4.7,-0.2705,13.94,0.48700000000000004,0.4792,3.67,0.263,-0.48950000000000005,0.4,0.513,2.9425,4.66,0.028999999999999998,0.0958,-1.26,0.032,0.237,0.019,0.107,0.1157,15.63,2.16,-0.43189999999999995,17.94,0.4,0.026000000000000002,0.11,5837930000.0,1206350000.0,537104000.0,669243000.0,930319000.0,3014130000.0,636789000.0,186667000.0,167391000.0,54452000.0,322231000.0,204985000.0,,,,,,
JOPA3,JOPA3,30.24,ON,12/03/2020,JOSAPAR S/A ON,20.41,Alimentos,32.75,Alimentos Diversos,2326.0,320000000.0,31/12/2019,841336000.0,10582000.0,0.0,29.95,1.01,0.0,0.64,47.14,0.09960000000000001,6.93,0.275,0.6336999999999999,0.26,0.038,0.12,0.18,0.015,0.2097,0.54,0.026000000000000002,-0.051399999999999994,-25.34,0.034,0.0873,0.021,0.021,1.1771,13.64,2.12,0.09960000000000001,18.23,1.83,0.023,0.68,1802270000.0,913517000.0,392181000.0,521336000.0,1119360000.0,498847000.0,1218630000.0,342255000.0,46148000.0,15646000.0,10686000.0,6578000.0,,,,,,
JOPA4,JOPA4,24.21,PN,03/04/2020,JOSAPAR S/A PN,22.0,Alimentos,26.0,Alimentos Diversos,174.0,256190000.0,31/12/2019,777526000.0,10582000.0,0.0,23.97,1.01,-0.0688,0.51,47.14,-0.0688,5.55,0.275,0.08130000000000001,0.21,0.038,0.0526,0.14,0.015,0.2439,0.43,0.026000000000000002,-0.2195,-20.28,0.034,0.3147,0.028999999999999998,0.021,0.16260000000000002,12.61,2.12,-0.0408,16.85,1.83,0.023,0.68,1802270000.0,913517000.0,392181000.0,521336000.0,1119360000.0,498847000.0,1218630000.0,342255000.0,46148000.0,15646000.0,10686000.0,6578000.0,,,,,,
JPSA3,JPSA3,21.79,ON,09/04/2020,JEREISSATI PARTICIPACOES ON,18.5,Telefonia Fixa,40.7,Telefonia Fixa,10053000.0,1915100000.0,31/12/2019,3383550000.0,87889000.0,-0.0316,14.88,1.46,0.0645,1.25,17.49,-0.2998,5.02,0.6659999999999999,-0.0783,2.54,0.505,-0.4235,0.33,0.37799999999999995,0.6859999999999999,2.15,0.066,0.1894,-1.23,0.081,1.7559,0.018000000000000002,0.084,-0.0643,6.64,4.16,-0.313,8.86,1.6,0.043,0.13,5748050000.0,2466810000.0,998364000.0,1468450000.0,1171240000.0,1537450000.0,755353000.0,211496000.0,381737000.0,107606000.0,128664000.0,47731000.0,,,,,,
JSLG3,JSLG3,15.72,ON NM,09/04/2020,JULIO SIMOES ON NM,9.79,Transporte,36.34,Transporte Rodoviário,29257700.0,3251540000.0,31/12/2019,11958600000.0,206841000.0,0.021400000000000002,14.39,1.09,0.2139,2.41,6.51,-0.264,2.8,0.213,0.4501,0.34,0.12,-0.4096,0.16,0.033,2.9138,0.77,0.057,-0.1545,-0.36,0.092,-0.0817,0.012,0.168,0.4279,5.75,1.9,-0.4129,10.29,10.77,0.121,0.48,20268200000.0,14513100000.0,5806060000.0,8707050000.0,8910830000.0,1347040000.0,9686210000.0,2631890000.0,1162650000.0,316407000.0,225903000.0,80165000.0,,,,,,
KEPL3,KEPL3,24.9,ON,09/04/2020,KEPLER WEBER SA ON,17.6,Máquinas e Equipamentos,30.75,Máqs. e Equips. Industriais,3405650.0,655169000.0,31/12/2019,618907000.0,26312000.0,0.0375,17.44,1.43,0.024700000000000003,1.4,17.76,-0.08460000000000001,11.14,0.249,0.3518,1.12,0.10099999999999999,-0.1545,0.97,0.064,0.9965999999999999,5.19,0.087,-0.2361,6.93,0.10800000000000001,0.0848,0.01,0.08,0.1195,6.9,1.71,-0.6514,10.52,0.09,-0.019,0.86,676102000.0,42869000.0,79131000.0,-36262000.0,303267000.0,467384000.0,583465000.0,179360000.0,58807000.0,25634000.0,37572000.0,21109000.0,,,,,,
KLBN11,KLBN11,16.0,UNT N2,09/04/2020,KLABIN UNT N2,12.81,Madeira e Papel,22.06,Papel e Celulose,154771000.0,17311400000.0,31/12/2019,31665700000.0,5409800000.0,-0.0148,25.62,0.62,0.0006,2.86,5.59,-0.1833,9.07,0.33299999999999996,-0.0059,1.69,0.18600000000000003,-0.13,0.5,0.07,0.21760000000000002,1.64,0.055,-0.0493,-1.19,0.08,0.028900000000000002,0.054000000000000006,0.11199999999999999,-0.2224,7.72,4.4,0.6764,16.58,3.98,0.165,0.3,34703100000.0,24085300000.0,9730910000.0,14354400000.0,13673900000.0,6046880000.0,10271800000.0,2351460000.0,1909310000.0,393048000.0,675825000.0,591261000.0,,,,,,
KLBN3,KLBN3,3.34,ON N2,09/04/2020,KLABIN ON N2,2.58,Madeira e Papel,4.65,Papel e Celulose,1611880.0,18068700000.0,31/12/2019,32423100000.0,5409800000.0,-0.0176,26.74,0.12,0.0091,2.99,1.12,-0.1523,9.46,0.33299999999999996,-0.2967,1.76,0.18600000000000003,-0.2152,0.52,0.07,0.01,1.71,0.055,-0.10339999999999999,-1.24,0.08,-0.1413,0.052000000000000005,0.11199999999999999,-0.27649999999999997,7.9,4.4,1.5016999999999998,16.98,3.98,0.165,0.3,34703100000.0,24085300000.0,9730910000.0,14354400000.0,13673900000.0,6046880000.0,10271800000.0,2351460000.0,1909310000.0,393048000.0,675825000.0,591261000.0,,,,,,
KLBN4,KLBN4,3.17,PN N2,09/04/2020,KLABIN PN N2,2.55,Madeira e Papel,4.39,Papel e Celulose,7768070.0,17149100000.0,31/12/2019,31503400000.0,5409800000.0,-0.018600000000000002,25.38,0.12,-0.0155,2.84,1.12,-0.18719999999999998,8.98,0.33299999999999996,0.11539999999999999,1.67,0.18600000000000003,-0.10619999999999999,0.49,0.07,0.31670000000000004,1.62,0.055,-0.038900000000000004,-1.18,0.08,0.1412,0.054000000000000006,0.11199999999999999,-0.22010000000000002,7.68,4.4,0.40090000000000003,16.5,3.98,0.165,0.3,34703100000.0,24085300000.0,9730910000.0,14354400000.0,13673900000.0,6046880000.0,10271800000.0,2351460000.0,1909310000.0,393048000.0,675825000.0,591261000.0,,,,,,
LAME3,LAME3,16.97,ON,09/04/2020,LOJAS AMERICANAS S.A. ON,11.79,Comércio,24.62,Produtos Diversos,30043100.0,27505800000.0,31/12/2019,34727700000.0,1620850000.0,-0.0213,39.07,0.43,0.1744,5.32,3.19,-0.061900000000000004,12.0,0.364,0.3671,1.45,0.121,-0.1381,0.83,0.031,0.3311,3.29,0.069,0.1509,-3.94,0.138,0.051500000000000004,0.011000000000000001,0.136,0.20850000000000002,9.47,1.79,-0.0542,15.14,3.45,0.009000000000000001,0.57,33269000000.0,17828400000.0,10606500000.0,7221870000.0,18908700000.0,5167630000.0,18956300000.0,6754350000.0,2293110000.0,1136480000.0,704054000.0,596637000.0,,,,,,
LAME4,LAME4,21.3,PN,09/04/2020,LOJAS AMERICANAS S.A. PN,14.45,Comércio,29.06,Produtos Diversos,210933000.0,34524100000.0,31/12/2019,41746000000.0,1620850000.0,-0.027000000000000003,49.04,0.43,0.1833,6.68,3.19,-0.0278,15.06,0.364,0.36979999999999996,1.82,0.121,-0.1779,1.04,0.031,0.33140000000000003,4.13,0.069,0.1597,-4.95,0.138,0.0048,0.008,0.136,0.056299999999999996,11.39,1.79,0.149,18.21,3.45,0.009000000000000001,0.57,33269000000.0,17828400000.0,10606500000.0,7221870000.0,18908700000.0,5167630000.0,18956300000.0,6754350000.0,2293110000.0,1136480000.0,704054000.0,596637000.0,,,,,,
LCAM3,LCAM3,12.33,ON NM,09/04/2020,LOCAMERICA ON NM,8.21,Diversos,25.49,Aluguel de Carros,86634200.0,6272630000.0,31/12/2019,8931800000.0,508729000.0,-0.0199,18.55,0.66,0.1852,1.61,7.67,-0.2488,7.86,0.275,0.0229,1.31,0.166,-0.451,0.57,0.07,0.8432999999999999,7.43,0.07200000000000001,1.0164,-1.56,0.11199999999999999,2.3027,0.027000000000000003,0.087,0.9679000000000001,7.04,1.37,-0.0873,11.19,1.2,0.6779999999999999,0.43,11048000000.0,4672520000.0,2013350000.0,2659170000.0,3122100000.0,3904410000.0,4798610000.0,1260940000.0,798463000.0,208950000.0,338146000.0,96004000.0,,,,,,
LEVE3,LEVE3,17.0,ON,09/04/2020,MAHLE METAL LEVE ON,15.1,Material de Transporte,32.77,Material Rodoviário,10460500.0,2181240000.0,31/12/2019,2431530000.0,128308000.0,-0.0196,8.42,2.02,-0.0308,1.67,10.16,-0.2812,5.6,0.253,-0.2318,0.86,0.154,-0.4081,0.94,0.10099999999999999,0.2446,4.28,0.16699999999999998,0.1266,33.0,0.19399999999999998,0.17980000000000002,0.126,0.19899999999999998,-0.1419,5.02,1.87,0.2634,6.25,0.32,0.023,1.09,2327650000.0,419078000.0,168781000.0,250297000.0,1096790000.0,1303550000.0,2526240000.0,595704000.0,389328000.0,58677000.0,259032000.0,66167000.0,,,,,,
LIGT3,LIGT3,10.6,ON,09/04/2020,LIGHT SA ON,7.3,Energia Elétrica,24.51,Energia Elétrica,62286200.0,3221700000.0,31/12/2019,10310200000.0,303934000.0,0.0341,2.43,4.37,0.0984,0.52,20.5,-0.4421,2.34,0.25,-0.48369999999999996,0.24,0.10300000000000001,-0.5539000000000001,0.14,0.099,0.4532,18.24,0.057999999999999996,-0.003,-0.26,0.07,-0.0387,0.012,0.213,0.7624,5.26,1.03,-0.3862,7.5,1.41,0.07,0.56,23843800000.0,8766540000.0,1678030000.0,7088510000.0,5354230000.0,6230540000.0,13389600000.0,3295440000.0,1374490000.0,-229586000.0,1327800000.0,-366420000.0,,,,,,
LINX3,LINX3,22.47,ON NM,09/04/2020,LINX ON NM,16.65,Programas e Serviços,38.38,Programas e Serviços,48497700.0,4256020000.0,31/12/2019,3614100000.0,189409000.0,-0.0088,109.48,0.21,0.3496,2.38,9.45,-0.1358,28.11,0.655,-0.3937,5.4,0.192,-0.36560000000000004,1.66,0.049,0.0915,4.58,0.059000000000000004,0.5386,8.09,0.09699999999999999,0.2494,0.006,0.022000000000000002,0.1862,13.33,3.51,-0.127,23.87,0.19,0.156,0.31,2563940000.0,336264000.0,978187000.0,-641923000.0,1299970000.0,1789840000.0,788159000.0,221801000.0,151393000.0,31948000.0,38876000.0,9399000.0,,,,,,
LIPR3,LIPR3,77.35,ON,21/02/2020,LIGHTPAR ON,55.0,Energia Elétrica,77.94,Energia Elétrica,4376.0,910023000.0,31/12/2019,822860000.0,11765000.0,0.0,-381.56,-0.2,0.0,5.16,14.99,0.0,-103.98,,0.3368,,,0.0286,3.92,0.0,0.3923,,-0.038,0.2026,,,-0.0138,0.027999999999999997,-0.013999999999999999,0.1233,-94.18,,-0.048799999999999996,-94.02,,,,232427000.0,0.0,87163000.0,-87163000.0,90870000.0,176409000.0,0.0,0.0,-8752000.0,-1685000.0,-2385000.0,-1115000.0,,,,,,
LIQO3,LIQO3,4.3,ON NM,23/03/2020,LIQ ON NM,4.3,Serviços,28.2,Serviços Diversos,47945.0,100874000.0,31/12/2019,489717000.0,23459000.0,0.0,-0.24,-18.01,0.0,-0.61,-7.06,-0.3857,-0.39,-0.171,-0.8475,0.12,-0.303,-0.5163,0.08,-0.49,-0.6472,-0.43,-0.20199999999999999,-0.7717,-0.08,-0.237,-0.6085,0.0,2.552,-0.2167,-3.04,0.49,-0.9588,-1.87,-2.7,-0.262,0.67,1295000000.0,446719000.0,57876000.0,388843000.0,224348000.0,-165543000.0,862771000.0,164612000.0,-261382000.0,-83132000.0,-422415000.0,-161846000.0,,,,,,
LLIS3,LLIS3,5.75,ON,09/04/2020,LE LIS BLANC DEUX ON,3.86,Comércio,30.19,"Tecidos, Vestuário e Calçados",1575610.0,395893000.0,31/12/2019,1399710000.0,68851000.0,0.0195,-2.05,-2.8,-0.0271,0.17,33.15,-0.54,-2.01,0.475,-0.7970999999999999,0.41,-0.207,-0.6618,0.09,-0.20199999999999999,-0.3553,-2.59,-0.046,-0.1216,-0.39,-0.057,0.4694,0.062,-0.085,0.7081999999999999,-50.15,0.87,-0.7448,-7.1,0.65,-0.033,0.22,4284090000.0,1481820000.0,478002000.0,1003810000.0,996521000.0,2282310000.0,954083000.0,246614000.0,-197246000.0,-181900000.0,-192996000.0,-181921000.0,,,,,,
LOGG3,LOGG3,20.81,ON NM,09/04/2020,LOG COM PROP ON NM,15.54,Exploração de Imóveis,34.4,Exploração de Imóveis,13826900.0,2125930000.0,31/12/2019,2508350000.0,102159000.0,-0.015600000000000001,23.57,0.88,-0.049800000000000004,0.72,28.77,-0.0668,21.29,0.983,0.1523,16.6,0.78,-0.3589,0.53,0.7290000000000001,0.8144,2.87,0.025,0.029900000000000003,-13.09,0.028999999999999998,0.0,0.005,0.031,0.0,24.93,6.69,0.0,25.11,0.3,0.075,0.03,3988730000.0,889805000.0,507388000.0,382417000.0,872038000.0,2938960000.0,128034000.0,34694000.0,99876000.0,27050000.0,90202000.0,38015000.0,,,,,,
LOGN3,LOGN3,12.93,ON NM,09/04/2020,Log-In ON NM,8.1,Transporte,25.7,Transporte Hidroviário,29469200.0,1347300000.0,31/12/2019,1940410000.0,104199000.0,0.0564,121.06,0.11,-0.0933,4.25,3.04,-0.1631,12.38,0.188,0.42869999999999997,1.28,0.10300000000000001,-0.38130000000000003,0.7,0.011000000000000001,1.6795,2.32,0.057,1.5574000000000001,-1.97,0.09699999999999999,0.3616,0.0,0.035,-0.5758,9.35,2.76,-0.6095,17.83,3.96,0.021,0.55,1912080000.0,1256590000.0,663482000.0,593111000.0,912812000.0,316927000.0,1052200000.0,265422000.0,108856000.0,19168000.0,11129000.0,13431000.0,,,,,,
LPSB3,LPSB3,3.62,ON NM,09/04/2020,LOPES BRASIL ON NM,3.05,Construção e Engenharia,10.27,Intermediação Imobiliária,5414360.0,534148000.0,31/12/2019,388029000.0,147555000.0,-0.037200000000000004,-124.74,-0.03,0.0197,2.99,1.21,-0.276,26.63,0.8370000000000001,-0.22649999999999998,3.62,0.136,-0.6201,1.32,-0.019,0.5079,4.29,0.049,0.1306,-15.22,0.08199999999999999,0.43329999999999996,0.0,-0.024,0.7411,9.46,2.83,-0.6416,19.34,0.05,-0.091,0.36,405272000.0,9211000.0,155330000.0,-146119000.0,192665000.0,178592000.0,147514000.0,44499000.0,20060000.0,8494000.0,-4282000.0,-1281000.0,,,,,,
LREN3,LREN3,36.58,ON,09/04/2020,RENNER ON,30.0,Comércio,60.76,"Tecidos, Vestuário e Calçados",395638000.0,29101500000.0,31/12/2019,29374200000.0,795558000.0,-0.031,26.48,1.38,0.09,6.19,5.91,-0.2034,11.93,0.611,-0.0431,3.04,0.254,-0.3478,2.47,0.115,0.475,15.42,0.207,0.2089,-67.53,0.261,0.7091,0.015,0.23399999999999999,0.38280000000000003,9.27,1.4,0.1391,12.04,0.35,0.12300000000000001,0.81,11791700000.0,1645030000.0,1372300000.0,272727000.0,6656210000.0,4704610000.0,9588440000.0,3178560000.0,2440210000.0,1030370000.0,1099090000.0,513098000.0,,,,,,
LUPA3,LUPA3,1.23,ON NM,09/04/2020,LUPATECH ON NM,0.94,Máquinas e Equipamentos,3.07,"Motores, Compressores e Outros",774440.0,30791800.0,31/12/2019,173734000.0,25034000.0,0.008199999999999999,-1.18,-1.05,-0.016,0.31,3.98,-0.29710000000000003,-0.96,0.001,-0.2115,0.94,-0.981,-0.3594,0.06,-0.8009999999999999,0.1707,0.27,-0.064,-0.36920000000000003,-0.14,-0.066,-0.2798,0.0,-0.263,0.9409000000000001,-8.24,2.69,-0.9407,-5.42,1.49,-0.35,0.06,504628000.0,148776000.0,5834000.0,142942000.0,184200000.0,99565000.0,32676000.0,-45776000.0,-32063000.0,-20583000.0,-26178000.0,-15824000.0,,,,,,
LUXM4,LUXM4,29.25,PN,09/04/2020,TREVISA INVESTIMENTOS SA PN,14.22,Transporte,29.25,Transporte Hidroviário,3119.0,151983000.0,31/12/2019,177640000.0,5196000.0,0.0,11.71,2.5,0.0027,1.5,19.5,0.1953,9.5,0.275,0.8702,1.28,0.134,0.125,0.8,0.109,0.57,6.53,0.085,0.552,-5.87,0.08900000000000001,0.0,0.064,0.128,0.0,5.43,1.61,0.36450000000000005,11.1,0.31,0.135,0.63,188813000.0,31530000.0,5873000.0,25657000.0,61587000.0,101327000.0,119040000.0,27360000.0,16002000.0,2408000.0,12980000.0,2778000.0,,,,,,
LWSA3,LWSA3,19.96,ON NM,09/04/2020,LOCAWEB ON NM,10.2,Programas e Serviços,25.5,Programas e Serviços,26382200.0,2498430000.0,31/12/2019,2652300000.0,125172000.0,0.05,138.26,0.14,0.10890000000000001,28.28,0.71,0.1406,53.46,0.418,-0.0311,6.48,0.121,-0.0311,4.86,0.047,0.0,-40.48,0.091,0.0,-10.02,0.1,0.0,0.0,0.205,0.0,26.35,0.74,0.0,56.76,2.11,0.225,0.75,514013000.0,186731000.0,32866000.0,153865000.0,176220000.0,88333000.0,385717000.0,105175000.0,46731000.0,13908000.0,18071000.0,6937000.0,,,,,,
MAPT4,MAPT4,36.49,PN,16/03/2020,CIA MARCOPOLO PN,2.0,Outros,200.0,Outros,2182.0,33534300.0,31/12/2019,33534300.0,919000.0,0.0,-205.73,-0.18,0.0,-6.01,-6.07,0.0,-237.83,,11.204,,,0.1231,43.38,0.0,9.9027,,-0.182,-0.14859999999999998,,,0.75,0.0,0.028999999999999998,-0.2,-237.83,,-0.39020000000000005,-237.83,,,,773000.0,0.0,0.0,0.0,0.0,-5577000.0,0.0,0.0,-141000.0,-20000.0,-163000.0,-25000.0,,,,,,
MDIA3,MDIA3,30.65,ON NM,09/04/2020,M.DIASBRANCO ON NM,26.78,Alimentos,45.0,Alimentos Diversos,58347000.0,10390300000.0,31/12/2019,11005300000.0,339000000.0,-0.020099999999999996,18.66,1.64,0.0533,1.72,17.8,-0.1783,19.45,0.354,-0.27390000000000003,1.7,0.08800000000000001,-0.19210000000000002,1.28,0.091,-0.10859999999999999,8.89,0.066,-0.1718,40.63,0.07,0.3726,0.008,0.092,0.7503,14.34,2.01,-0.23989999999999997,20.61,0.16,0.07,0.75,8101030000.0,979677000.0,364769000.0,614908000.0,2321780000.0,6034950000.0,6103610000.0,1694070000.0,534086000.0,209169000.0,556884000.0,264841000.0,,,,,,
MDNE3,MDNE3,6.43,ON NM,09/04/2020,MOURA DUBEUX ON NM,4.31,Construção e Engenharia,18.5,Construção Civil,18171800.0,545965000.0,31/12/2019,1658040000.0,84909000.0,0.0717,-5.67,-1.13,0.0405,6.7,0.96,-0.49770000000000003,6.43,0.397,-0.6524,1.34,0.20800000000000002,-0.6524,0.24,-0.243,0.0,-12.57,0.038,0.0,-0.56,0.039,0.0,0.0,-1.183,0.0,18.86,0.96,0.0,19.51,14.02,-0.184,0.18,2242400000.0,1141890000.0,29812000.0,1112080000.0,1183730000.0,81438000.0,407765000.0,96668000.0,84966000.0,8076990.0,-96331000.0,-30929000.0,,,,,,
MEAL3,MEAL3,2.64,ON NM,09/04/2020,IMC S/A ON NM,2.44,Hoteis e Restaurantes,9.5,Restaurante e Similares,12844400.0,517229000.0,31/12/2019,746095000.0,195920000.0,0.0076,-32.65,-0.08,-0.0365,0.45,5.84,-0.5932,19.56,0.32,-0.6152000000000001,0.32,0.016,-0.6857,0.19,-0.01,0.3023,8.44,0.01,-0.18350000000000002,-0.53,0.012,0.7995,0.004,-0.013999999999999999,0.2263,6.91,1.12,-0.3859,28.21,0.49,0.001,0.6,2685650000.0,561672000.0,332806000.0,228866000.0,556279000.0,1145110000.0,1603260000.0,414149000.0,26448000.0,-23467000.0,-15842000.0,-25372000.0,,,,,,
