TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS;LIQUIDEZ MEDIA DIARIA;VPA;LPA;PEG Ratio;VALOR DE MERCADO
MILS3;13.21;1.72;13.3;2.34;1.18;65.4;32.41;18.29;7.51;8.6;1.1;0.34;2.43;5.37;-1.87;2.49;17.59;8.88;16.23;0.5;0.49;0.49;30.26;;10674971.42;5.65;0.99;0.88;3253739987.76
GUAR3;5.34;;-16.48;0.53;0.19;58.32;3.34;-1.87;9.21;15.14;5.93;0.34;0.31;0.8;-0.52;1.62;-3.24;-1.17;3.29;0.36;0.64;0.63;5.59;;10328063.72;9.99;-0.32;0.1;2665728000.0
RANI3;10.02;8.52;5.34;1.91;0.71;46.85;40.73;28.58;3.75;5.34;1.59;0.81;1.53;2.88;-1.06;3.91;35.81;13.31;17.18;0.37;0.63;0.47;14.44;;10035200.97;5.24;1.88;0.18;2468520376.38
MTRE3;5.32;14.27;6.51;0.58;0.26;21.87;10.56;9.48;5.85;11.27;5.43;0.53;0.62;0.5;-1.53;2.65;8.85;3.98;4.62;0.45;0.53;0.42;69.15;;9636284.08;9.24;0.82;0.05;562722042.4
SRNA3;9.3;;111.94;1.14;0.32;32.08;29.57;1.86;7.05;17.59;10.54;1.71;2.08;-2.47;-0.37;0.48;1.02;0.29;5.17;0.28;0.72;0.15;;;9442054.11;8.16;0.08;;5791394170.8
JSLG3;11.18;2.83;8.59;1.9;0.3;18.55;17.05;5.27;2.65;6.87;4.22;3.03;0.45;2.59;-0.43;1.64;22.15;3.52;15.03;0.16;0.84;0.67;-3.66;;9366543.31;5.88;1.3;0.06;3202299452.04
ARML3;14.46;0.24;29.7;4.12;1.26;48.07;34.23;13.57;11.77;15.1;3.33;1.17;4.03;7.41;-1.83;2.22;13.89;4.25;12.06;0.31;0.69;0.31;;;8764629.33;3.51;0.49;0.88;5003391952.86
AGRO3;25.12;12.79;10.06;1.17;0.74;30.65;20.17;20.86;10.4;12.25;1.85;0.21;2.1;3.59;-1.2;2.14;11.68;7.31;7.59;0.63;0.37;0.35;27.22;15.22;8682645.17;21.4;2.5;-0.23;2579408113.28
POSI3;7.32;7.02;5.43;0.72;0.25;30.03;13.75;5.35;2.11;3.9;1.78;0.61;0.29;0.68;-1.28;1.83;13.21;4.58;17.99;0.35;0.65;0.86;21.15;;8655680.89;10.21;1.35;-0.69;1037976000.0
TGMA3;26.0;4.5;9.17;2.09;1.47;19.68;14.88;12.15;7.49;7.1;-0.39;-0.11;1.12;4.32;-2.92;3.2;22.82;16.04;17.56;0.7;0.3;1.32;4.8;12.51;8238923.89;12.42;2.83;0.22;1716075790.0
LIGT3;6.34;;-0.45;0.77;0.1;16.51;-14.67;-39.79;-1.21;-5.73;-4.52;2.89;0.18;-0.22;-0.13;0.29;-173.47;-22.64;-19.48;0.13;0.87;0.57;3.21;;8189071.03;8.18;-14.2;0.0;2362000754.16
SEER3;6.65;;-5.38;0.71;0.25;50.44;3.87;-8.88;12.36;19.91;7.55;0.43;0.48;10.53;-0.32;1.13;-13.22;-4.64;3.35;0.35;0.65;0.52;6.36;;8148019.25;9.35;-1.24;-0.08;855998374.0
USIM3;8.64;3.46;-29.85;0.46;0.27;8.47;-2.09;-1.27;-18.15;-19.1;-0.58;0.01;0.38;0.81;-0.51;3.43;-1.55;-0.9;-2.06;0.58;0.35;0.71;24.78;;8126211.92;18.71;-0.29;0.28;11040252678.48
PARD3;20.25;10.64;36.76;5.3;2.1;26.45;13.31;6.98;19.27;19.93;0.66;0.18;2.57;-54.06;-3.28;0.9;14.42;5.7;14.8;0.4;0.6;0.82;13.44;2.56;7882065.83;3.82;0.55;-1.04;5403493010.25
CAML3;8.95;3.22;6.46;1.04;0.34;20.98;8.22;4.71;3.7;7.19;3.49;0.98;0.3;1.24;-0.76;1.99;16.16;5.26;10.72;0.33;0.67;1.12;16.96;14.1;7348940.47;8.57;1.38;0.02;3132500000.0
FESA4;10.85;25.26;7.99;1.18;0.93;28.8;16.65;18.39;8.83;8.64;-1.58;-0.21;1.47;3.15;-1.56;3.6;14.76;11.59;10.08;0.79;0.21;0.63;23.14;12.19;7198580.81;9.2;1.36;-0.14;4439552000.0
GRND3;6.79;20.43;11.84;1.76;1.58;43.97;10.49;21.23;23.97;21.24;-2.74;-0.2;2.51;2.87;-4.43;7.09;14.85;13.38;6.59;0.9;0.1;0.63;2.21;-4.78;7158470.06;3.86;0.57;-0.9;6125666400.0
EVEN3;7.63;6.6;9.6;0.79;0.22;20.53;6.8;6.28;8.87;9.93;1.06;0.09;0.6;0.39;-0.95;3.51;8.2;2.25;2.68;0.27;0.6;0.36;10.85;;6604124.92;9.69;0.79;1.08;1526000000.0
MLAS3;1.96;;-2.24;0.45;0.28;12.5;-15.59;-19.01;-2.74;-2.81;-0.07;0.01;0.43;0.51;-1.14;3.45;-20.23;-12.31;-13.54;0.61;0.39;0.65;;;6548622.36;4.32;-0.87;0.01;1608256881.0
JALL3;7.57;5.85;3.65;1.15;0.35;30.06;49.3;33.06;2.45;5.37;2.93;1.38;1.21;1.37;-0.57;2.96;31.57;9.61;15.97;0.3;0.7;0.29;;;6358714.11;6.58;2.08;0.0;2297811910.48
LOGG3;20.67;4.44;12.95;0.57;0.35;98.51;124.48;69.23;7.2;12.01;4.81;0.38;8.97;3.48;-0.42;2.52;4.42;2.68;5.19;0.61;0.39;0.04;16.9;34.23;6156307.81;36.13;1.6;-0.21;2111629713.18
FRAS3;15.22;1.59;12.65;2.13;1.04;34.03;15.05;9.57;8.04;7.78;-0.27;-0.07;1.21;2.95;-2.6;2.44;16.86;8.23;14.5;0.49;0.51;0.86;29.71;38.35;5995764.47;7.14;1.2;0.18;4109648740.46
AERI3;0.8;;-9.08;1.22;0.26;12.62;9.03;-3.39;3.41;6.92;3.51;1.26;0.31;1.21;-0.8;1.46;-13.42;-2.86;10.53;0.21;0.79;0.84;;;5850854.86;0.66;-0.09;-0.04;993923146.4
BLAU3;12.89;3.28;7.31;1.17;0.75;39.36;29.85;23.41;5.73;6.05;0.32;0.07;1.71;2.0;-1.6;3.44;16.03;10.3;11.8;0.64;0.36;0.44;;;5657823.83;11.01;1.76;7.78;2312387873.71
MDNE3;11.72;;7.5;0.76;0.31;33.17;13.91;12.34;6.65;6.51;-0.14;-0.02;0.93;1.35;-0.48;2.69;10.15;4.08;7.55;0.4;0.6;0.33;5.57;;5623076.81;15.39;1.56;0.36;995137875.0
BMGB4;3.25;11.56;8.61;0.46;0.04;35.71;0.71;3.05;37.26;37.26;;;0.26;;-0.04;;5.32;0.5;;0.09;0.91;0.16;19.34;78.0;5444801.31;7.1;0.38;0.05;1895505335.75
AZEV4;1.61;;-6.42;1.93;0.45;11.5;-8.21;-8.58;-6.71;-7.76;-1.02;0.29;0.55;-6.95;-0.75;0.86;-30.05;-6.99;-43.18;0.23;0.77;0.82;43.23;;5317248.83;0.83;-0.25;0.01;271322875.47
PGMN3;3.51;5.3;-9.46;0.74;0.22;31.86;4.4;-1.83;3.93;6.44;2.5;0.47;0.17;1.33;-0.44;1.48;-7.86;-2.31;7.28;0.29;0.71;1.26;9.03;;5272979.86;4.72;-0.37;0.03;1901649414.6
PNVL3;12.02;0.45;20.54;1.59;0.61;30.91;3.62;2.04;11.53;16.7;5.17;0.71;0.42;2.5;-1.49;1.71;7.73;2.99;6.9;0.39;0.61;1.47;12.06;8.04;5051963.31;7.57;0.59;6.72;1807537321.62
PDGR3;0.4;;-0.03;-0.01;0.03;60.91;-21.85;-681.34;-1.05;-47.35;-46.29;;0.23;-0.01;-0.13;0.22;-17.17;-87.98;2.46;-5.12;6.19;0.13;-23.6;;5031616.72;-69.17;-11.88;0.0;31114588.4
TASA4;14.56;9.59;7.97;1.66;0.85;38.11;17.69;11.8;5.32;6.36;1.04;0.33;0.94;3.78;-2.06;1.62;20.87;10.66;14.49;0.51;0.49;0.9;29.58;;4734046.75;8.75;1.83;-0.13;1845190718.46
BRBI11;15.8;8.35;11.38;2.14;0.18;17.13;2.9;9.24;36.31;31.76;-4.55;-0.27;1.05;;-0.18;;18.78;1.55;-2.15;0.08;0.92;0.17;;;4690860.11;7.39;1.39;10.94;1658932123.2
LAVV3;7.59;8.7;8.62;1.2;0.69;32.98;20.09;22.11;9.49;7.55;-1.94;-0.25;1.91;1.36;-2.42;3.44;13.94;8.0;8.71;0.57;0.39;0.36;122.69;;4539248.0;6.32;0.88;0.13;1514465731.68
PTBL3;6.67;3.15;-23.35;2.46;0.31;39.65;6.96;-1.89;6.34;12.19;5.85;2.27;0.44;-41.95;-0.51;0.98;-10.54;-1.33;9.19;0.13;0.87;0.7;16.49;;4449551.28;2.71;-0.29;0.19;940382529.62
BMOB3;12.44;1.8;15.79;1.0;0.78;24.0;7.5;5.24;11.04;5.58;-5.46;-0.5;0.83;1.67;-2.32;3.35;6.35;4.92;4.52;0.78;0.22;0.94;;;4081015.42;12.41;0.79;-0.73;1082325928.48
OPCT3;5.65;;13.84;1.42;0.47;22.65;16.79;5.27;4.35;8.12;3.77;1.23;0.73;5.43;-0.66;1.41;10.27;3.37;11.91;0.33;0.67;0.64;47.73;62.06;3965219.44;3.97;0.41;-0.08;1129771480.1
TRIS3;4.91;2.8;8.59;0.69;0.34;24.05;30.15;11.03;3.14;5.75;2.61;0.57;0.95;0.7;-1.37;2.82;8.01;3.96;11.1;0.49;0.49;0.36;11.47;24.98;3830960.47;7.14;0.57;0.1;916292111.58
ROMI3;13.14;7.43;5.02;1.03;0.51;33.04;19.2;15.83;4.14;5.9;1.76;0.44;0.79;1.47;-1.33;2.31;20.47;10.2;11.62;0.5;0.5;0.64;18.8;43.87;3740307.19;12.78;2.62;0.36;1165965351.3
PORT3;16.54;3.83;18.33;3.17;1.26;44.66;27.84;16.78;11.05;14.78;3.73;1.07;3.08;-50.65;-1.47;0.85;17.27;6.89;10.67;0.4;0.6;0.41;7.48;11.5;3558017.83;5.22;0.9;0.34;7277416406.0
MATD3;6.89;0.93;24.82;1.58;0.51;33.42;19.87;4.92;6.14;8.3;2.15;0.56;1.22;3.21;-0.68;2.68;6.38;2.05;11.64;0.32;0.66;0.42;;;3539596.31;4.35;0.28;-2.36;2634252466.69
WIZC3;6.73;6.62;11.07;2.34;0.47;58.84;37.07;9.26;2.76;3.03;0.26;0.22;1.02;-18.47;-0.61;0.9;21.18;4.24;22.73;0.2;0.59;0.46;12.37;-9.41;3494799.86;2.87;0.61;-0.29;1076176007.86
SOJA3;16.34;5.88;9.95;2.07;0.76;15.15;11.93;9.98;8.32;7.92;-0.4;-0.1;0.99;1.88;-2.79;2.27;20.81;7.66;10.68;0.37;0.5;0.77;53.23;;3271098.61;7.89;1.64;0.22;1914072926.84
LOGN3;38.77;;10.8;4.24;1.19;22.7;17.34;16.83;10.48;12.69;2.22;0.9;1.82;13.79;-1.69;1.42;39.27;11.07;10.64;0.28;0.72;0.66;18.84;;3267382.31;9.14;3.59;0.06;4150670373.86
PINE4;4.06;15.49;6.04;0.87;0.04;15.73;8.85;7.58;5.17;5.77;;;0.46;;-0.04;;14.41;0.72;;0.05;0.95;0.1;8.44;;3093896.47;4.67;0.67;0.02;946480069.86
CLSA3;3.21;;-21.51;0.84;0.67;34.44;-16.03;-5.38;-7.22;-2.75;4.47;-0.52;1.16;1.42;-1.96;3.59;-3.92;-3.12;-12.16;0.8;0.2;0.58;;;3072149.58;3.81;-0.15;0.32;603242652.6
CSED3;4.22;1.63;19.71;1.07;0.33;46.83;17.37;3.51;3.99;4.4;0.41;0.11;0.69;13.38;-0.42;1.12;5.42;1.65;16.5;0.3;0.7;0.47;15.05;-2.13;2785245.14;3.95;0.21;0.3;1538369569.44
OIBR3;0.64;;-0.02;-0.02;0.01;-3.74;-173.59;-224.73;-0.02;-1.33;-1.3;;0.04;-0.11;-0.02;0.72;-84.29;-76.06;1223.14;-0.9;1.9;0.34;-15.11;;2698662.64;-40.62;-34.24;0.0;437263030.12
VITT3;7.97;1.19;10.67;1.84;1.24;37.83;15.21;14.38;10.09;11.27;1.18;0.22;1.53;3.17;-3.33;2.67;17.27;11.65;13.41;0.67;0.33;0.81;;;2697699.72;4.32;0.75;-0.43;1140101382.79
HBRE3;5.05;;9.88;0.27;0.12;82.3;160.69;34.6;2.13;6.17;4.05;0.52;3.42;124.25;-0.13;1.02;2.76;1.22;5.85;0.44;0.42;0.04;21.74;-8.7;2641207.89;18.5;0.51;-0.14;521104354.05
MBLY3;1.94;;-2.56;0.42;0.26;43.03;-14.31;-14.07;-2.51;-3.03;-0.52;0.09;0.36;0.75;-0.59;2.76;-16.44;-10.36;-12.24;0.63;0.37;0.74;;;2564848.64;4.62;-0.76;0.26;206590413.76
TAEE4;12.33;6.06;11.14;1.92;0.66;68.87;71.85;44.57;6.91;11.42;4.55;1.26;4.96;4.78;-0.84;2.71;17.2;5.89;10.64;0.34;0.66;0.13;19.43;12.03;2546101.44;6.44;1.11;-0.29;12674114788.53
DASA3;8.73;;-7.79;0.83;0.24;28.78;7.35;-5.93;6.29;14.86;8.58;1.13;0.46;3.79;-0.35;1.27;-10.61;-3.11;4.96;0.29;0.71;0.52;31.03;;2539509.47;10.55;-1.12;-0.05;6571942638.12
RCSL4;0.74;;-6.79;812.02;1.54;12.72;8.87;-22.44;17.18;32.65;-0.01;-0.42;1.52;11.31;-3.01;1.38;-11956.9;-22.62;4853.1;0.0;1.0;1.01;362.53;;2514072.44;0.0;-0.11;-0.02;179078445.19
ITSA3;9.87;5.92;7.38;1.28;0.99;33.55;205.76;186.19;6.68;6.9;0.19;0.04;13.75;20.47;-1.13;1.65;17.31;13.43;15.74;0.78;0.18;0.07;11.3;11.13;2398568.81;7.72;1.34;-1.61;102413354187.13
KLBN3;4.36;6.21;8.51;2.19;0.47;39.1;24.14;15.48;5.45;10.1;4.65;1.87;1.32;3.36;-0.64;2.16;25.81;5.57;8.05;0.22;0.74;0.36;19.06;40.17;2381004.03;1.99;0.51;-0.22;24471540845.14
SHUL4;6.76;3.4;7.81;1.93;1.01;27.03;17.56;15.32;6.81;52.0;-0.06;-0.02;1.2;2.55;-2.94;2.5;24.66;12.9;16.38;0.52;0.48;0.84;24.97;50.47;2331699.89;3.51;0.87;0.33;18468443792.12
PRNR3;12.05;;-1730.05;2.06;0.65;20.94;9.2;-0.03;5.04;6.98;1.93;0.79;0.46;3.89;-1.32;1.49;-0.12;-0.04;13.66;0.31;0.67;1.39;28.03;;2301960.72;5.84;-0.01;17.18;468844496.85
DESK3;13.46;0.15;17.39;1.23;0.53;63.04;33.72;9.69;5.0;7.21;2.22;0.55;1.68;-22.09;-0.61;0.84;7.08;3.03;13.7;0.43;0.56;0.31;;;2283173.06;10.94;0.77;0.19;1551471543.7
HBOR3;2.67;3.42;8.83;0.26;0.06;28.28;17.76;3.54;1.76;9.98;8.22;1.2;0.31;0.16;-0.15;3.03;2.9;0.7;4.2;0.24;0.6;0.2;11.84;;2161018.08;10.42;0.3;-0.36;357382362.24
MEAL3;1.83;;4.48;0.47;0.19;32.17;13.76;5.2;1.69;2.72;1.02;0.29;0.23;-5.75;-0.23;0.84;10.51;4.24;17.01;0.4;0.6;0.82;8.44;99.84;2113767.22;3.88;0.41;-0.02;524056239.9
AMAR3;2.84;;-0.33;1.81;0.08;35.54;-16.35;-26.68;-0.53;-3.57;-3.04;10.33;0.09;-0.59;-0.13;0.75;-554.09;-24.09;-27.15;0.04;0.96;0.9;-0.89;;2093635.33;1.57;-8.71;0.0;194734772.88
BRPR3;131.17;;-0.56;0.05;0.04;100.0;-336.36;-123.98;-0.21;0.06;0.27;-0.07;0.7;1.73;-0.05;1.12;-9.55;-6.86;-29.1;0.72;0.28;0.06;-7.12;;2066991.77;2447.95;-233.75;0.01;60919545.44
ESPA3;1.1;;-19.71;0.45;0.17;36.92;13.07;-2.03;3.06;8.37;5.31;0.79;0.4;2.99;-0.3;1.16;-2.3;-0.88;5.68;0.38;0.61;0.44;36.16;;2056244.25;2.43;-0.06;-0.2;397565372.6
ETER3;7.8;3.33;8.28;0.68;0.39;26.5;6.94;5.02;5.99;7.31;1.32;0.15;0.42;1.54;-0.75;2.07;8.19;4.66;8.4;0.57;0.43;0.93;12.27;;2007608.61;11.5;0.94;-0.12;481857285.0
APER3;43.77;0.74;33.74;1.05;0.61;100.0;11.0;5.02;15.41;15.06;-0.35;-0.02;1.69;-28.19;-0.77;0.9;3.12;1.82;5.96;0.58;0.42;0.36;22.9;;1961224.03;41.62;1.3;-1.38;502485465.18
VIVR3;4.78;;-1.27;6.54;0.43;24.2;-125.27;-123.97;-1.26;-1.2;0.05;-0.28;1.58;21.3;-0.83;1.04;-514.44;-33.76;-264.18;0.07;0.93;0.27;83.05;;1909296.42;0.73;-3.76;-0.01;130717842.62
AURA33;32.45;5.91;8.97;1.35;0.54;36.53;24.61;12.67;4.62;5.82;1.21;0.35;1.14;3.63;-0.88;1.64;15.08;6.07;12.15;0.4;0.6;0.48;32.13;68.75;1854903.14;24.0;3.62;-0.24;2295592827.0
PFRM3;4.86;;12.93;0.48;0.13;14.64;2.71;0.54;2.6;4.9;2.3;0.42;0.07;0.68;-0.44;1.37;3.69;0.99;10.16;0.27;0.67;1.82;13.77;;1847410.44;10.19;0.38;-0.28;601730076.78
DEXP3;11.66;3.35;6.87;1.59;0.77;20.55;15.24;8.86;3.99;3.55;-0.45;-0.18;0.61;1.72;-2.23;3.17;23.11;11.23;19.07;0.49;0.42;1.27;34.1;14.48;1769230.22;7.34;1.7;0.35;1096370972.25
TFCO4;14.31;0.76;119.35;34.75;21.86;58.03;22.31;17.59;94.1;16.22;0.38;0.14;20.99;45.06;-75.59;3.15;29.11;18.32;25.18;0.63;0.37;1.04;22.58;27.5;1746352.89;0.41;0.12;6.79;2285564601.47
SANB4;15.44;7.02;12.38;1.02;0.1;16.51;6.05;9.32;19.08;18.03;;;1.15;;-0.11;;8.25;0.83;;0.1;0.9;0.09;10.04;0.94;1720921.53;15.12;1.25;-0.31;109403568034.09
POMO3;6.04;3.84;7.18;1.7;0.75;21.68;11.16;12.41;7.98;10.97;1.44;0.31;0.89;2.31;-1.91;2.16;23.64;10.46;10.28;0.44;0.55;0.84;13.49;61.66;1693950.19;3.56;0.84;0.03;6826871869.82
SAPR3;5.34;5.26;5.42;0.85;0.44;60.1;36.99;24.53;3.59;5.75;1.96;0.46;1.33;10.22;-0.52;1.41;15.68;8.13;11.45;0.52;0.48;0.33;7.96;16.77;1517846.61;6.28;0.99;0.17;8520176716.12
SYNE3;4.28;;-16.65;0.43;0.16;50.09;32.3;-9.25;4.77;9.71;4.94;0.45;1.54;2.01;-0.18;4.01;-2.6;-0.97;2.94;0.38;0.36;0.11;1.23;;1516662.44;9.9;-0.26;0.16;653318224.6
BRIT3;3.22;1.0;10.99;0.98;0.46;46.79;21.28;11.15;5.76;8.68;2.92;0.5;1.23;3.57;-0.6;2.3;8.88;4.2;7.7;0.47;0.53;0.38;;;1502953.28;3.3;0.29;0.04;1446085629.52
SANB3;13.79;7.15;11.06;0.91;0.09;16.51;6.05;9.32;17.04;18.03;;;1.03;;-0.09;;8.25;0.83;;0.1;0.9;0.09;10.04;0.94;1464833.31;15.12;1.25;-0.28;109403568034.09
AALR3;8.35;;-3.75;0.97;0.36;30.1;1.6;-22.81;53.39;94.29;40.9;0.75;0.86;-4.42;-0.46;0.74;-25.92;-9.58;-0.51;0.37;0.62;0.42;0.13;;1458642.47;8.58;-2.22;-0.04;987745013.6
ENJU3;1.75;;-8.05;1.0;0.82;46.15;-41.92;-26.7;-5.13;-1.18;3.95;-0.77;2.15;1.38;-3.14;5.06;-12.45;-10.15;-19.55;0.82;0.18;0.38;32.86;;1453917.69;1.75;-0.22;0.15;354603529.0
GGBR3;20.32;7.92;4.39;0.71;0.47;17.5;16.69;11.27;2.96;3.56;0.45;0.11;0.49;1.75;-0.78;2.93;16.07;10.64;15.45;0.66;0.34;0.94;17.42;;1359813.53;28.8;4.63;-0.11;37392151743.68
SGPS3;1.18;;-0.08;0.36;0.02;2.36;-39.02;-77.23;-0.15;-2.38;-2.23;5.3;0.06;-0.06;-0.03;0.45;-470.13;-30.47;-33.93;0.06;0.94;0.39;-2.95;;1335490.75;3.31;-15.56;0.0;59000000.0
TAEE3;12.2;6.12;11.02;1.9;0.65;68.87;71.85;44.57;6.84;11.42;4.55;1.26;4.91;4.73;-0.83;2.71;17.2;5.89;10.64;0.34;0.66;0.13;19.43;12.03;1331552.33;6.44;1.11;-0.29;12674114788.53
BRAP3;21.0;13.08;3.89;1.03;1.02;;;;4.01;4.02;-0.24;-0.06;;17.97;-1.09;5.31;26.44;26.09;25.51;0.99;0.01;0.0;;-1.84;1329021.44;20.41;5.4;-0.06;8777997569.6
CSUD3;19.21;5.24;9.3;1.95;1.32;39.2;21.27;16.2;7.08;7.03;-0.05;-0.01;1.51;20.59;-1.83;1.29;20.92;14.16;17.83;0.68;0.32;0.87;1.99;13.82;1299478.39;9.87;2.07;0.35;802978000.0
EUCA4;16.91;3.84;5.7;0.71;0.39;32.81;12.52;10.36;4.71;6.31;1.55;0.23;0.59;2.5;-0.63;1.71;12.46;6.91;10.66;0.55;0.45;0.67;15.81;45.65;1258041.94;23.81;2.97;-0.23;1579945006.96
CAMB3;11.41;1.21;6.28;2.2;1.36;47.78;22.12;16.05;4.56;4.8;0.25;0.12;1.01;5.84;-2.64;1.93;35.03;21.68;42.22;0.62;0.38;1.35;11.16;11.41;1248646.58;5.19;1.82;0.28;482358662.8
ELMD3;17.25;;41.46;3.02;1.03;45.4;20.78;6.65;13.27;16.44;3.17;0.72;2.76;85.38;-1.41;1.05;7.28;2.48;8.73;0.34;0.58;0.37;37.68;;1197156.28;5.72;0.42;-0.05;2414719739.25
AZEV3;1.63;;-6.5;1.95;0.45;11.5;-8.21;-8.58;-6.79;-7.76;-1.02;0.29;0.56;-7.03;-0.76;0.86;-30.05;-6.99;-43.18;0.23;0.77;0.82;43.23;;1143789.39;0.83;-0.25;0.01;271322875.47
LAND3;16.38;8.27;11.21;2.22;1.71;94.35;60.72;145.06;26.78;28.49;1.71;0.14;16.26;-44.03;-1.74;0.35;19.83;15.22;-4.11;0.77;0.23;0.1;;;1034607.72;7.37;1.46;0.04;1576197637.56
GOAU3;10.2;15.59;3.84;0.59;0.14;17.5;16.6;3.8;0.88;1.24;0.38;0.25;0.15;0.49;-0.23;3.02;15.29;3.54;15.06;0.23;0.33;0.93;17.42;;1024294.25;17.38;2.66;-0.09;10413432172.26
UNIP3;67.55;4.68;9.05;2.5;1.13;35.74;20.79;13.63;5.93;5.92;-0.22;-0.09;1.23;5.52;-1.98;1.92;27.61;12.51;15.5;0.45;0.54;0.92;19.21;20.7;1002564.42;27.04;7.47;-0.16;7272239210.88
FIQE3;3.79;4.08;10.69;1.27;0.7;44.7;24.84;15.27;6.57;6.16;-0.41;-0.08;1.63;6.81;-0.99;1.53;11.9;6.51;11.68;0.55;0.45;0.43;;;966837.83;2.98;0.35;1.68;1372168018.11
ALPK3;4.67;;-9.36;2.66;0.39;29.9;10.81;-8.39;7.26;15.91;8.65;3.17;0.78;-3.38;-0.46;0.55;-28.46;-4.21;7.28;0.15;0.85;0.5;3.17;;940710.58;1.75;-0.5;0.27;1013502196.75
COCE5;41.55;0.74;5.9;0.76;0.25;17.53;14.52;6.27;2.54;6.65;4.31;1.29;0.37;-1.88;-0.32;0.64;12.93;4.18;10.92;0.32;0.68;0.67;13.27;4.72;888799.56;54.49;7.05;1.13;2974901258.91
LUPA3;2.09;;2.39;0.54;0.17;22.62;-66.63;39.07;-1.4;-3.75;-2.35;0.9;0.93;1.83;-0.25;1.43;22.52;7.2;-59.68;0.32;0.68;0.18;-0.35;;861934.81;3.88;0.87;-0.01;85773131.84
KRSA3;1.01;;-3.68;0.77;0.16;20.42;11.73;-9.5;2.98;11.47;8.49;2.19;0.35;1.18;-0.23;1.92;-20.93;-4.46;6.67;0.21;0.77;0.47;;;761276.94;1.31;-0.27;-0.05;781081547.67
MELK3;4.35;12.89;12.4;0.77;0.37;17.78;3.68;7.16;24.1;19.68;-4.42;-0.14;0.89;0.67;-1.97;3.08;6.17;2.97;0.63;0.48;0.48;0.42;17.62;0.28;759918.06;5.68;0.35;-0.36;897271633.35
BRKM3;18.9;;-3.2;3.0;0.16;2.65;-4.95;-6.47;-4.18;-10.73;-6.61;4.75;0.21;1.15;-0.28;1.54;-93.87;-5.12;-11.04;0.05;0.95;0.79;14.4;;730232.11;6.3;-5.91;0.01;14856449161.58
VSTE3;17.79;0.65;8.48;1.96;1.2;64.99;19.07;21.51;9.57;10.82;1.24;0.25;1.83;11.34;-1.77;1.48;23.13;14.12;7.46;0.61;0.39;0.66;-3.13;-10.77;717936.31;9.07;2.1;-0.07;2017864977.96
TRAD3;0.73;;-1.78;0.43;0.4;26.23;-137.01;-203.14;-2.64;-1.29;1.36;-0.22;3.62;1.81;-0.56;4.63;-24.05;-22.54;-18.15;0.94;0.06;0.11;;;715878.92;1.7;-0.41;-0.01;204507410.74
TCSA3;3.32;;14.79;0.41;0.16;13.97;8.98;4.08;6.72;21.63;14.91;0.92;0.6;0.46;-0.33;2.97;2.79;1.07;1.99;0.38;0.62;0.26;-5.08;;657576.31;8.03;0.22;-0.12;244415843.6
CLSC4;66.26;2.79;4.47;0.8;0.22;15.15;9.04;5.5;2.72;4.68;1.9;0.56;0.25;-3.53;-0.32;0.83;17.93;4.93;13.59;0.27;0.73;0.9;7.34;53.76;614425.53;82.64;14.82;0.06;2613825112.04
CTNM4;1.48;;-0.11;0.19;0.01;14.02;-22.47;-29.57;-0.14;-3.91;-3.41;4.56;0.03;-0.04;-0.02;0.49;-175.93;-12.81;-18.67;0.07;0.86;0.43;-3.61;;534549.36;7.84;-13.8;0.0;160400812.36
BMEB4;19.38;8.16;7.06;1.39;0.11;52.09;7.94;6.39;5.68;5.96;;;0.45;1.02;-0.13;;19.66;1.59;;0.08;0.92;0.25;5.94;31.72;507943.58;13.96;2.74;0.14;2130021193.84
NGRD3;1.17;1.26;30.14;0.61;0.42;63.47;-5.34;3.42;-19.3;-7.72;11.58;-0.37;1.03;1.68;-0.73;2.37;2.03;1.38;-4.51;0.68;0.32;0.4;10.18;3.51;499484.47;1.91;0.04;0.06;279234926.1
AGXY3;2.86;1.39;-1.94;0.48;0.06;12.31;3.9;-2.43;1.2;3.8;2.59;1.03;0.05;2.14;-0.29;1.04;-24.61;-3.22;11.82;0.13;0.87;1.33;;;489789.72;6.0;-1.48;-0.01;488559468.54
SCAR3;27.4;;41.78;1.04;0.45;47.81;36.38;4.81;5.52;10.93;5.41;1.02;2.01;1.65;-0.69;4.63;2.48;1.08;7.97;0.44;0.56;0.23;-6.96;-20.5;483573.33;26.43;0.66;-0.26;1582002540.6
NINJ3;4.92;;83.64;0.88;0.82;91.84;-44.7;4.92;-9.2;0.98;10.18;-0.97;4.11;0.93;-13.67;16.07;1.05;0.98;-10.12;0.94;0.06;0.2;;;461579.25;5.61;0.06;-0.74;249921323.64
EPAR3;9.84;26.67;4.62;1.18;1.03;13.55;12.07;6.58;2.52;2.2;-0.31;-0.15;0.3;2.27;-1.99;18.54;25.58;22.33;34.5;0.87;0.13;3.39;38.18;;448221.78;8.33;2.13;-0.1;146227989.12
